id,host,vulnerability,risk_score
77abde45-16db-4985-8b89-88f280ecc06b,27.147.81.61,Exposure of Application source code, config files and credentials,95
187c2e9e-0f3a-4bcd-92d9-14c65bcfc1cc,146.147.171.162,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,74
7f2d9277-fed5-4ef9-a2ea-189e38303de5,19.50.38.199,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,58
715bf7b1-4d2b-4d3d-bc0c-36e38eda5694,247.43.14.156,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),27
e834e230-7397-4fc9-9eab-af0518683c34,244.138.124.30,Password Spraying Attack,16
1d5ae773-deb1-4023-878d-688db0491757,6.161.15.9,Oracle Error Log Found,17
0e3833fd-3b59-465b-b661-66cb65b0f531,138.12.72.25,Account Takeover via Forgot Password,22
771db0e5-a9bb-4591-ac18-2c573338e4ba,58.111.122.197,Microsoft Windows 95/98/ME Unsupported Installation Detection,95
cd373ed4-adff-4a0e-9b4b-ecb592bd6f15,79.236.16.184,Insecure Apache version 2.2.15,92
a07068d6-5d71-4071-bda7-85ab11453a4f,154.145.164.49,Insecure Kentico version 8.1 is running,61
2e505d05-f785-4c94-a832-1f0c9facb4b1,247.43.14.156,File Content Disclosure /etc/passwd,14
0fad6d75-a065-4947-ab93-9756266791c0,67.154.247.254,Temporary File Download,13
d9bbc832-2915-4771-a235-1af0a26d9ead,79.236.16.184,Exposure of Application source code, config files and credentials,3
608c9c27-55c9-4717-b909-99716bd7e770,175.170.23.82,Unrestricted File Upload,16
b9dcab5c-ce92-489d-8582-5bcfd96093c2,241.6.180.138,Mozilla Firefox < 84.0,72
2f907046-0195-4146-a6cf-6f1555768a2b,47.155.151.168,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),29
748a5b7f-a338-41b3-99be-314135e18d30,86.200.196.38,Bind Shell Backdoor Detection,85
6ce29077-cbfe-4f93-8fa8-a982aac50d0e,74.191.153.67,NTMail3 Arbitrary Mail Relay,43
10f8b0d8-1c33-4796-94c7-70e4d8102939,36.255.40.37,Temporary File Download,27
fc30a195-b6a5-4d75-87ab-d799e8f30ea4,75.138.147.132,Mozilla Firefox < 84.0,97
9a5adf21-d204-4293-a792-3b20d6f0d826,6.161.15.9,NTMail3 Arbitrary Mail Relay,94
eb9c0e48-1242-42a3-aa4f-67499cc22608,27.147.81.61,Apache ActiveMQ Detection,66
78aed4c5-2ad3-4c44-8e22-f66cd3dcf359,169.185.46.18,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,35
f1b0528e-add2-41e4-ae07-eaa6906996e4,6.161.15.9,Apache ActiveMQ Detection,91
29211399-46b8-4699-897f-f60f79e4533a,247.43.14.156,Exposure of Application source code, config files and credentials,44
4a853daf-4954-4ecc-8d90-0d4ae044be01,94.165.18.10,Apache Struts2 Remote Command Execution,42
72edf421-b4ef-4bab-9afe-aafee48e4f44,231.113.228.43,Unrestricted File Upload,67
fd72b1be-d586-45e5-b966-7aa3fa55e032,141.228.196.167,Oracle WebLogic Server mod_wl POST Request Remote Overflow,15
bebfc7e6-7191-45bc-9850-d8459f2c97eb,142.213.113.99,Insecure Apache version 2.2.15,16
288fc89e-7668-4a44-9fe3-250b9e1260a9,167.57.156.22,File Content Disclosure /etc/passwd,54
2b27aaec-783d-4a5a-8f27-79e38e692e14,67.117.168.250,Brocade Fabric OS Default Credentials,71
66af1ce3-c488-43ab-b54d-7d0df5f4c222,95.81.122.187,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,21
aaf75416-e45f-40f5-b3ee-e8bb56ec6a37,26.196.44.255,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,79
79cd3c56-cbd9-4e3c-91df-bb2c10ff999c,107.16.154.116,Insecure .net framework 4.0,15
384fa337-c6a3-42ed-a63c-1f1a080dbe14,220.115.45.12,Apache Struts2 Remote Command Execution,18
4e5d7ee9-4078-40cb-b3af-c1c7a2efa6c5,47.61.89.232,JBoss Java Object Deserialization RCE,61
7663e32d-dde8-4e83-8acb-63875cd84e24,86.200.196.38,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,51
6d53fee2-2f42-4684-99fc-3f4baf9b3428,233.195.3.250,Mozilla Firefox ESR < 78.6,3
e8be6a0c-273e-4f3c-be03-3898f71bf5ef,191.171.55.73,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,44
e5df1b2b-f2f0-421c-935f-20f7f6bd9f0c,45.78.175.158,Insecure Kentico version 8.1 is running,34
c01ed7b4-93a3-49a7-b801-cb41f14d5121,5.133.140.157,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,3
7ce8c687-0a56-4ba0-816e-d8bdaa8ee17a,74.191.153.67,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,33
9d268607-479d-44cc-b495-5b45e6f8294a,169.185.46.18,Insecure .net framework 4.0,60
96a8a752-2e8d-43a4-ab29-bd02a33cac20,60.251.44.235,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),7
bcb26c3f-b7e1-4d71-bdb5-9e610357fe54,133.65.176.198,Insecure Kentico version 8.1 is running,19
18a7f3a0-cae7-48ea-b839-2f7161d10f11,27.154.20.223,Exposure of Application source code, config files and credentials,41
5f861fce-20d5-4ba8-9e1d-810775db5ebe,167.24.211.35,Temporary File Download,21
440ec2d4-dd9d-4f8e-9112-5e09c691fd28,13.159.59.220,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,54
284bbcd3-def4-4e97-ae7e-33850180c9ce,154.145.164.49,Temporary File Download,24
0a56cf40-914b-4ff6-ba73-da72101d5859,41.254.253.138,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,21
36eb8b83-6352-4c32-a980-3ba3edbfe4dc,203.241.141.8,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,48
d5418427-998a-4f24-9bbe-c4e2917167af,250.162.228.163,Docker remote API detection,93
24ca8fef-4701-4fb4-a140-d3306dbc5a8e,167.57.156.22,Mozilla Firefox < 84.0,97
7d0a0019-015b-410a-ab64-a3e55e391b12,154.13.22.62,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,92
0cd1ad56-f673-441d-ba42-cc73dedfe304,207.71.129.141,Microsoft Windows 95/98/ME Unsupported Installation Detection,32
d96306d5-e310-47c2-ab08-6150a633be6d,47.61.89.232,Password Spraying Attack,67
3ae95b46-c0b5-469e-814e-e4707c4abd62,241.6.180.138,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,62
476f3f0e-40aa-4233-9ddf-b7177832e24a,179.86.225.227,Exposure of Application source code, config files and credentials,80
22431fed-cf68-4126-988d-0dd41c09dc18,250.162.228.163,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,70
3b49dcd5-f1c2-42d2-b1b7-decdb0280522,175.170.23.82,Insecure Kentico version 8.1 is running,30
b7ec72b4-a75d-45c0-ba32-8a1ceed83e9d,181.24.154.24,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,96
40a57a5e-8019-48ec-8ce7-e64a4a818964,55.38.105.171,Apache ActiveMQ Detection,33
b00862a9-f9ad-4311-9507-9d169cfcb54b,203.241.141.8,Microsoft Windows 95/98/ME Unsupported Installation Detection,12
19239e99-f5fa-46a2-a104-300cf013ef74,54.180.150.99,Docker remote API detection,79
eb1eb349-aeb1-40bc-a824-6169a85d5c87,74.191.153.67,Insecure Kentico version 8.1 is running,14
1c3d3680-df5f-495d-bc77-da737778d6a1,112.16.39.54,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,29
80a735b7-6189-480d-87c4-74ff12cb2e1d,94.155.9.209,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),99
f1709576-ca5a-477a-a8a1-9f94f89b49fc,151.112.186.5,Insecure .net framework 4.0,44
763fb2cb-7e3f-49ac-ad04-cef07154afa2,51.168.253.103,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,69
db2b17a1-8213-4ce7-974f-fb287d6126b8,198.91.180.130,JBoss Java Object Deserialization RCE,7
46c9c24c-5527-47c6-9259-89aa477a7687,151.112.186.5,JBoss Java Object Deserialization RCE,91
1a318bde-4eef-40ca-a617-a5575484357e,246.249.104.153,Unrestricted File Upload,40
fe51c6f0-1a57-4cff-98bb-efe8fce09d56,13.159.59.220,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,6
1437f5e1-39a7-4579-9057-8cd30937a910,197.227.236.56,Oracle WebLogic Server Plug-in Remote Overflow (1166189),55
2eb2b826-a895-4f7e-835b-99a7a825bf27,45.104.33.10,Insecure .net framework 4.0,7
1319d5c2-5258-4164-a2ed-d3715d23176a,142.213.113.99,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,95
67a47dc4-565f-40b2-9bb4-159c54af9420,83.116.69.102,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,63
8d223960-a235-42d1-bd1a-474a3c400a48,45.104.33.10,Exposure of Application source code, config files and credentials,60
625ea5d3-f965-4bdb-9892-6123f7ac32c8,83.116.69.102,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,13
d1230ce8-1587-476c-8fa0-241559d7e080,55.38.105.171,Unsupported Cisco Operating System,17
e3eb73f5-be71-499d-ba96-4d711e39b909,154.209.44.93,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,53
d78c5d13-ed2f-41b1-8d77-5bf3f5338baf,2.128.80.100,Account Takeover via Forgot Password,11
238b835d-eae1-4b68-a9ca-7ef8e91e4499,55.241.9.100,Mozilla Firefox ESR < 78.6,53
c638518c-3b4d-49cb-9466-5c7858f8b9af,75.1.229.101,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,83
8f82ed2b-36d6-4d85-8a42-d0dda2a059af,141.236.126.203,Insecure .net framework 4.0,42
66008401-fcd7-4eb0-8bcc-7b071ea9812a,175.170.23.82,Exposure of Application source code, config files and credentials,44
6b9ae042-ff4a-43f3-948b-9afadb5f51cb,154.209.44.93,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,5
2bbdc35e-15a8-42c2-9f3c-cf0edb821edd,126.36.151.232,Unsupported Cisco Operating System,40
4288e4fa-607b-4af9-ad74-53878a09ecf7,60.251.44.235,Temporary File Download,21
033f4b44-63e9-4577-af9a-5697691b15bd,27.154.20.223,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,99
702382f7-9fb0-45ba-a97f-d33c1e58be10,241.6.180.138,Password Spraying Attack,1
42e429ad-30f8-472c-a694-9d59f21ff5b5,60.251.44.235,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),35
79d675dd-a1b0-4ac8-af74-700c41a9310b,154.209.44.93,File Content Disclosure /etc/passwd,16
1bd45107-f176-4a3f-9d89-6523782c3a84,247.188.251.151,Bind Shell Backdoor Detection,42
47701f82-cdb0-49e6-b98b-587bad34acb8,51.168.253.103,Unsupported Cisco Operating System,16
1565c2e7-206c-4dcc-b8fb-f23ac174e506,55.38.105.171,Oracle WebLogic Server mod_wl POST Request Remote Overflow,57
858345a4-ca07-40fb-9751-412c141315ea,250.214.231.97,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,59
a7da4fcf-8485-484b-af43-02d8dfb3b3eb,26.99.127.81,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,11
9512cc11-d48c-4493-8a8a-71e74557936f,237.22.69.187,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,33
80ae64c8-70e9-4cba-a997-8bc72ecae42c,86.200.196.38,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,47
ced5a6b0-ffe6-4a55-b4cc-07c64aabbf3e,145.171.136.33,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,70
40882092-d6bb-4fda-a5d8-5ec5b62a92a8,74.191.153.67,Insecure Kentico version 8.1 is running,8
a6d960bc-d9ee-4a21-88a0-f9d93a0a222a,126.5.84.81,Mozilla Firefox < 84.0,57
48574770-bca4-4c1a-b80b-44919f8c8246,180.102.103.25,Exposure of Application source code, config files and credentials,9
81dc36c6-3a3f-4f33-a2f7-c36abbce1041,84.114.78.176,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,8
5ffcdb8e-0741-49f1-956c-6e3e7b77467c,198.57.5.185,Insecure .net framework 4.0,32
9ef48db4-89dd-491e-9987-63080788a5c7,126.5.84.81,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,28
e40539e9-c2cc-40af-ace0-872cb8b7857a,141.142.147.13,MailEnable WebMail Detection,41
f9c24946-93d6-4bdc-a844-6fba6fd61ce1,60.251.44.235,Temporary File Download,62
f1751f23-bf9a-4ea9-9230-5af544bd0a60,94.155.9.209,Apache ActiveMQ Detection,60
bcc30e63-951c-4b26-9fd3-cf2eac30535b,154.13.22.62,MailEnable WebMail Detection,28
d6100f0e-3fe3-4b9b-890a-449911cbd2ab,241.6.180.138,Exposure of Application source code, config files and credentials,90
b29bd697-9c87-4434-9391-5f71dc38b875,246.79.17.248,Oracle WebLogic Server Plug-in Remote Overflow (1166189),80
a83b27fc-1e98-4006-91ee-4a0c0f8a6626,231.113.228.43,Unrestricted File Upload,16
275f0268-adb7-4c4f-8673-7e0100058cf3,182.40.254.174,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),25
e5fa4ac8-3ad2-46ab-b663-cd63413e98cf,84.114.78.176,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,75
8fe9f321-8682-4166-bfcc-9b3b5a0c4869,179.86.225.227,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,48
802d6b5a-32ea-473e-888e-7ad679ec9140,203.241.141.8,Apache Struts2 Remote Command Execution,85
e79c1d51-f7b5-463a-a52e-658dfb2cf67d,246.249.104.153,Oracle WebLogic Server Plug-in Remote Overflow (1166189),56
3300129f-5879-4f0e-9fd7-62bb2e67b7d1,95.81.122.187,Unrestricted File Upload,65
1834a51d-a0fd-40a5-a306-5123d6f09352,37.46.227.136,Mozilla Firefox ESR < 78.6,29
04dfbfd6-1450-46d7-96ef-2586396d3051,164.14.26.124,Mozilla Firefox ESR < 78.6,8
66f26886-670f-4ec8-b9a8-7701082a5861,54.180.150.99,Insecure Apache version 2.2.15,65
09fbcb93-bed4-4be9-9466-1f064bce2618,141.142.147.13,Bind Shell Backdoor Detection,86
ee717c01-a902-486e-b67a-0f76881cf040,247.43.14.156,Insecure Kentico version 8.1 is running,68
982a738c-84e4-4b22-a8e1-3371781643d0,27.154.20.223,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,51
6c736f02-0455-4ef6-9622-4de09b48362c,54.180.150.99,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,55
fd372e5b-51b0-4911-944e-e28ac9dcc93e,141.142.147.13,File Content Disclosure /etc/passwd,49
faa0f0cd-0bdb-468c-b453-c9f82345f05e,37.46.227.136,Oracle WebLogic Server mod_wl POST Request Remote Overflow,84
13be2210-22f6-46ff-97be-a33b4ccf11cc,146.147.171.162,BSD Based FTP Server Multiple glob Function Remote Overflow,35
d876f649-5dcf-4ae5-bdbc-570fe1558eb8,45.104.33.10,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,79
d7f19334-8022-4d1c-9fe8-9ac17321f6e8,121.211.230.69,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,87
35824ea4-1eff-4bda-8ddf-263053f5d7a0,56.205.227.49,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,98
56a9e6d8-4d00-4127-b9fc-130451ea2e0b,253.26.79.44,Unrestricted File Upload,68
8a3a3462-f612-4d26-ace8-e9313ab23cb1,250.162.228.163,Insecure Kentico version 8.1 is running,32
48023ba8-77b9-43d5-8a0c-4c9125be5a0c,56.205.227.49,Brocade Fabric OS Default Credentials,39
7564aa67-bd71-4ce6-9c67-6f3a1c0e8bff,26.99.127.81,Account Takeover via Forgot Password,84
c9671d1a-76c0-430f-9325-a8fd72b57786,94.155.9.209,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),62
70aa935c-a801-4f39-9ff2-213cd56a877c,138.12.72.25,Insecure .net framework 4.0,12
a990dd98-9c07-4e6a-9a21-b53e7f461dd5,207.71.129.141,Bind Shell Backdoor Detection,59
497e26e7-8df7-49a3-9642-93e5bba9c5e5,220.115.45.12,Oracle WebLogic Server Plug-in Remote Overflow (1166189),66
083bfadd-41ae-42d9-81f5-b0221652fd37,250.214.231.97,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,15
f889887a-26b9-45ed-a39f-9dca87db6ac6,27.154.20.223,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,55
1df48a18-7bf2-49b3-9fc3-eeb6804ceb9f,58.111.122.197,Exposure of Application source code, config files and credentials,74
d6de0842-83f8-4505-a2ca-6eb66fd675d6,145.171.136.33,Password Spraying Attack,17
404b401c-63e7-42a1-93b0-223335e063ab,75.1.229.101,Mozilla Firefox < 84.0,69
db9aac88-4c47-4a52-bab4-c698bccc850b,241.6.180.138,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,42
cdf18142-f7eb-4944-8872-911cc5f42974,74.191.153.67,MailEnable WebMail Detection,55
638ce5b0-bbfb-4aaa-afc7-8d3d88d9d7b8,191.171.55.73,Mozilla Firefox < 84.0,25
d5e1435d-aade-4da8-bc06-85e69b1c3794,41.254.253.138,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,85
eec55b4e-fc2c-4f1e-816a-5946276310d1,37.46.227.136,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,46
37163edf-cca4-45a3-a1c1-7832315d5e9e,181.24.154.24,File Content Disclosure /etc/passwd,14
4f7028aa-40f8-4c6a-974b-808999f57ea6,47.61.89.232,File Content Disclosure /etc/passwd,51
8958540a-baad-49f7-ab57-80cea7023d3d,246.79.17.248,JBoss Java Object Deserialization RCE,44
7c39a874-46e2-4ea4-833e-6b9e43c3620d,101.114.118.123,Oracle Error Log Found,7
3d04dd79-19c0-43da-aa67-89a1c92e44f9,197.23.26.94,Password Spraying Attack,24
31a2fb74-b428-4183-b226-9d4757db6ab8,180.102.103.25,Apache Struts2 Remote Command Execution,51
85cb15bc-2783-4e67-bc5a-c7312f413852,60.251.44.235,Insecure Kentico version 8.1 is running,65
06277305-ae28-4d25-94cd-5ba2f0624403,179.86.225.227,Bind Shell Backdoor Detection,79
ec9c0b23-81f0-4a4a-8c47-729b27ad1669,180.102.103.25,Brocade Fabric OS Default Credentials,38
fb6bb85d-a2c0-4b77-a65a-b16b22e32aa4,180.102.103.25,Unsupported Cisco Operating System,70
090900c6-7607-44ed-a2b7-d2c588ca1e31,179.86.225.227,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),7
17ed5377-3077-4029-bb0b-7495922c2785,250.214.231.97,Apache Struts2 Remote Command Execution,3
8dfd8726-69b0-4438-b44b-bb92f5be99d7,133.65.176.198,NTMail3 Arbitrary Mail Relay,17
111867de-aa2d-4058-b43b-ef86e2e7f1a0,126.5.84.81,Brocade Fabric OS Default Credentials,16
5bf396b9-f5fd-4403-a66d-7fac58c8993c,231.113.228.43,Insecure .net framework 4.0,50
93af3b55-eca0-4fe8-a2b4-8eb8928368b0,164.14.26.124,Account Takeover via Forgot Password,94
9389040f-a2b0-4c48-9f74-7350807ef59e,198.57.5.185,Docker remote API detection,41
9b60c5ce-573f-4974-86eb-9410ae06ecec,154.13.22.62,Insecure Kentico version 8.1 is running,9
31aafdc6-67a6-4a6b-916e-5e5b521885e1,181.24.154.24,Mozilla Firefox < 84.0,71
506693a5-a9d6-465a-bc7f-c092e40ee843,151.112.186.5,Microsoft Windows 95/98/ME Unsupported Installation Detection,42
b043c8cb-0603-4bf5-b3e7-9e3234298650,191.171.55.73,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,55
19c043bb-46b7-426a-90d3-a346deb026ff,179.86.225.227,Exposure of Application source code, config files and credentials,73
60ea08e1-f79e-4b5f-b8c9-ba8fd22c9b86,75.138.147.132,Exposure of Application source code, config files and credentials,19
247fe172-024a-4bb5-a44e-9208a577bc28,37.46.227.136,Password Spraying Attack,58
f971513d-0734-4c25-a593-adcc42225ecd,26.99.127.81,Mozilla Firefox < 84.0,98
a0fa9e6d-b4da-4a1e-a423-9a10ca056931,84.114.78.176,Mozilla Firefox ESR < 78.6,12
15e6b4e5-c815-40bc-b772-25aaf061be0a,182.40.254.174,Unrestricted File Upload,95
bc9711a0-b471-480b-bd99-554dd3be6994,233.195.3.250,Bind Shell Backdoor Detection,57
a30e5946-46bb-46ab-899d-e30174f92eb7,244.138.124.30,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),9
32ffb485-9e2b-40b3-9356-05fabf509794,84.114.78.176,BSD Based FTP Server Multiple glob Function Remote Overflow,35
2bc5930c-19a2-4a47-9dc6-fca4a35c0b1d,55.241.9.100,Apache Struts2 Remote Command Execution,25
717cd234-9dae-408d-baa6-e92f087aa632,146.147.171.162,Oracle WebLogic Server mod_wl POST Request Remote Overflow,70
c648aca7-a26b-4b64-98ac-27f307dbe582,181.21.80.77,Docker remote API detection,86
eabd4f00-acab-4727-ba4f-fe5da35d2da4,164.14.26.124,Bind Shell Backdoor Detection,89
ddd1fa71-a26a-4be7-b748-8c27934f2fd7,179.86.225.227,Unsupported Cisco Operating System,35
9514cc19-14c4-40ec-88f1-2596373c1aca,199.60.39.105,Unrestricted File Upload,1
14a80815-a267-4512-8fe4-c72f0b735ce2,164.14.26.124,Unrestricted File Upload,15
1259d958-519f-41a3-a4de-68ddbd116e28,126.113.182.55,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),80
d208dc5d-70dd-4f29-a7f1-3839c7fc5a46,133.65.176.198,Bind Shell Backdoor Detection,4
5ba53019-14c0-422a-adb8-fc852fa6f274,67.117.168.250,Mozilla Firefox < 84.0,6
52e8134d-2da5-4461-8df7-7580b37ac00a,167.24.211.35,Unrestricted File Upload,51
7d7b83ce-0908-4bcc-b8ca-db234a6474c4,247.188.251.151,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,9
2ac9576c-22d4-4d81-a0bc-4064c3211bb6,74.191.153.67,BSD Based FTP Server Multiple glob Function Remote Overflow,47
39c450a9-8a00-44e5-8bf2-45da6366c043,58.111.122.197,Insecure .net framework 4.0,22
2b31f867-7c37-4ef7-aed7-62d32971fd36,121.211.230.69,Microsoft Windows 95/98/ME Unsupported Installation Detection,77
01cc2956-a41d-479a-b077-2fb8c2d0cc69,246.79.17.248,Brocade Fabric OS Default Credentials,53
6d69a641-0a06-45be-988d-841d152145ed,94.155.9.209,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,41
cfd23e68-93e5-40fc-88c7-3dfb1f399dda,241.6.180.138,Unrestricted File Upload,26
35a3d6d5-42b4-4a82-a54d-2a4961c3d4a6,198.57.5.185,Insecure Apache version 2.2.15,95
a083be9c-ce2e-42b7-ad01-a532f8b1436d,154.13.22.62,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,31
33302b63-082a-421e-b295-ae953fdb492e,167.24.211.35,Insecure .net framework 4.0,22
93407448-e4ee-46eb-8c01-bbe285402096,142.213.113.99,Oracle Error Log Found,19
828375bc-4f2c-405d-bc47-9de4de8c25cd,121.211.230.69,NTMail3 Arbitrary Mail Relay,2
3a82d318-2a17-43a5-bfe1-f8934a234037,151.112.186.5,Oracle WebLogic Server Plug-in Remote Overflow (1166189),20
0f6666be-090b-4441-b5d1-0ee38825bde8,41.254.253.138,Mozilla Firefox ESR < 78.6,70
9a5e52d8-9c65-48ca-ad72-42f0f6b82c6a,94.155.9.209,Unrestricted File Upload,22
05fde037-23b9-481f-9b32-2c4f90fa37e9,217.134.103.175,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,97
bf32103d-2a9e-4538-9e47-0cd352a9d302,19.50.38.199,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,41
dd122bac-0033-4997-ac6a-599c55e0f605,94.165.18.10,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,69
1f734672-8ffa-451e-a29b-d3efe6855812,181.24.154.24,Account Takeover via Forgot Password,21
8c626684-f88f-42af-8d74-d85cdcc5c2a5,244.138.124.30,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,53
b0e5db9c-a200-4f66-a93b-610ab3e65a8b,133.65.176.198,Unrestricted File Upload,21
43c9118b-f45c-47a8-979b-85ffb7a2d929,212.102.177.184,Oracle WebLogic Server mod_wl POST Request Remote Overflow,71
0b61a862-2522-4d3a-82be-468a7c74a948,138.12.72.25,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,34
46132fab-ac15-4ecd-be3f-66f816c2e86c,198.57.5.185,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,42
6d4a9e2c-add5-490d-8db1-6fd8a4806aaa,169.185.46.18,JBoss Java Object Deserialization RCE,63
ec9ca2fa-964f-48d4-a4a4-e3e535a2d4e4,205.94.93.59,Insecure Apache version 2.2.15,6
579795df-9f74-4e15-beb6-c7144063b9a3,37.46.227.136,Mozilla Firefox ESR < 78.6,2
9f2b2f37-9b38-47f4-9583-ebf999f1ed2f,121.211.230.69,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,17
c4e6a3b4-46e6-4016-a21e-e5128e19a8f8,181.24.154.24,File Content Disclosure /etc/passwd,16
1bb40fad-9319-4f80-8f7d-4e134aae9600,54.180.150.99,Docker remote API detection,10
3ab6125e-aca0-463f-b478-ce344e41791c,94.155.9.209,Insecure .net framework 4.0,64
534e650a-5db3-40e0-8121-9ed3bd34852d,41.254.253.138,Unrestricted File Upload,24
1c5b549e-ec06-43bc-b7a5-a421f79eaecc,75.138.147.132,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,89
038dfafd-1641-4105-b307-534447b74732,180.102.103.25,Apache Struts2 Remote Command Execution,54
93333869-60f2-403f-8dab-0e4fe2f60899,244.138.124.30,Account Takeover via Forgot Password,28
f1156fc1-9eb7-4120-81de-19dfd778a044,60.251.44.235,NTMail3 Arbitrary Mail Relay,71
e0280371-1c56-4496-86e5-f8c4b8a86006,67.117.168.250,Unrestricted File Upload,51
df062b79-090c-4d4f-a3d6-63a31bcb2023,84.114.78.176,Temporary File Download,11
f2e11e2b-e634-460d-ab81-c1bcf5a94925,181.21.80.77,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),46
1def475d-ad61-47ba-bb9b-8eede0cd1db1,140.167.176.203,Insecure .net framework 4.0,27
fb6bd9d8-a01f-495e-9e9d-60859303099f,169.185.46.18,Mozilla Firefox < 84.0,51
8de30938-d24b-4b20-90e0-ca775c5bdd03,197.227.236.56,Oracle WebLogic Server Plug-in Remote Overflow (1166189),41
22fcab3c-8c3b-433c-a44d-5af6c5c7fac3,45.78.175.158,Unrestricted File Upload,5
35aa0390-9761-4092-9e7b-11e07b9f48c5,94.155.9.209,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,61
4cfd16b6-5977-444a-9b97-cd67692b937d,47.155.151.168,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,29
